year,JDT,DOY,Time,litu.HW
2003,4857.17,109,4.5,3.18
2003,4857.19,109,5,3.18
2003,4857.21,109,5.5,3.18
2003,4857.23,109,6,3.18
2003,4857.25,109,6.5,3.18
2003,4857.27,109,7,3.18
2003,4857.29,109,7.5,3.18
2003,4857.31,109,8,3.18
2003,4857.33,109,8.5,3.18
2003,4857.35,109,9,3.18
2003,4857.38,109,9.5,3.18
2003,4857.4,109,10,3.18
2003,4857.42,109,10.5,3.18
2003,4857.44,109,11,3.18
2003,4857.46,109,11.5,3.18
2003,4857.48,109,12,3.18
2003,4857.5,109,12.5,3.18
2003,4857.52,109,13,3.18
2003,4857.54,109,13.5,3.18
2003,4857.56,109,14,3.18
2003,4857.58,109,14.5,3.18
2003,4857.6,109,15,3.18
2003,4857.63,109,15.5,3.18
2003,4857.65,109,16,3.18
2003,4857.67,109,16.5,3.18
2003,4857.69,109,17,3.18
2003,4857.71,109,17.5,3.18
2003,4857.73,109,18,3.18
2003,4857.75,109,18.5,3.18
2003,4857.77,109,19,3.18
2003,4857.79,109,19.5,3.18
2003,4857.81,109,20,3.18
2003,4857.83,109,20.5,3.18
2003,4857.85,109,21,3.18
2003,4857.88,109,21.5,3.18
2003,4857.9,109,22,3.18
2003,4857.92,109,22.5,3.18
2003,4857.94,109,23,3.18
2003,4857.96,109,23.5,3.18
2003,4857.98,109,24,3.18
2003,4858,110,0.5,3.18
2003,4858.02,110,1,3.18
2003,4858.04,110,1.5,3.18
2003,4858.06,110,2,3.18
2003,4858.08,110,2.5,3.18
2003,4858.1,110,3,3.18
2003,4858.13,110,3.5,3.18
2003,4858.15,110,4,3.18
2003,4858.17,110,4.5,3.18
2003,4858.19,110,5,3.18
2003,4858.21,110,5.5,3.18
2003,4858.23,110,6,3.18
2003,4858.25,110,6.5,3.18
2003,4858.27,110,7,3.18
2003,4858.29,110,7.5,3.18
2003,4858.31,110,8,3.18
2003,4858.33,110,8.5,3.18
2003,4858.35,110,9,3.18
2003,4858.38,110,9.5,3.18
2003,4858.4,110,10,3.18
2003,4858.42,110,10.5,3.18
2003,4858.44,110,11,3.18
2003,4858.46,110,11.5,3.18
2003,4858.48,110,12,3.18
2003,4858.5,110,12.5,3.18
2003,4858.52,110,13,3.18
2003,4858.54,110,13.5,3.18
2003,4858.56,110,14,3.18
2003,4858.58,110,14.5,3.18
2003,4858.6,110,15,3.18
2003,4858.63,110,15.5,3.18
2003,4858.65,110,16,3.18
2003,4858.67,110,16.5,3.18
2003,4858.69,110,17,3.18
2003,4858.71,110,17.5,3.18
2003,4858.73,110,18,3.18
2003,4858.75,110,18.5,3.18
2003,4858.77,110,19,3.18
2003,4858.79,110,19.5,3.18
2003,4858.81,110,20,3.18
2003,4858.83,110,20.5,3.18
2003,4858.85,110,21,3.18
2003,4858.88,110,21.5,3.18
2003,4858.9,110,22,3.18
2003,4858.92,110,22.5,3.18
2003,4858.94,110,23,3.18
2003,4858.96,110,23.5,3.18
2003,4858.98,110,24,3.18
2003,4859,111,0.5,3.18
2003,4859.02,111,1,3.18
2003,4859.04,111,1.5,3.18
2003,4859.06,111,2,3.18
2003,4859.08,111,2.5,3.18
2003,4859.1,111,3,3.18
2003,4859.13,111,3.5,3.18
2003,4859.15,111,4,3.18
2003,4859.17,111,4.5,3.18
2003,4859.19,111,5,3.18
2003,4859.21,111,5.5,3.18
2003,4859.23,111,6,3.18
2003,4859.25,111,6.5,3.18
2003,4859.27,111,7,3.18
2003,4859.29,111,7.5,3.18
2003,4859.31,111,8,3.18
2003,4859.33,111,8.5,3.18
2003,4859.35,111,9,3.18
2003,4859.38,111,9.5,3.18
2003,4859.4,111,10,3.18
2003,4859.42,111,10.5,3.18
2003,4859.44,111,11,3.18
2003,4859.46,111,11.5,3.18
2003,4859.48,111,12,3.18
2003,4859.5,111,12.5,3.18
2003,4859.52,111,13,3.18
2003,4859.54,111,13.5,3.18
2003,4859.56,111,14,3.18
2003,4859.58,111,14.5,3.18
2003,4859.6,111,15,3.18
2003,4859.63,111,15.5,3.18
2003,4859.65,111,16,3.18
2003,4859.67,111,16.5,3.18
2003,4859.69,111,17,3.18
2003,4859.71,111,17.5,3.18
2003,4859.73,111,18,3.18
2003,4859.75,111,18.5,3.18
2003,4859.77,111,19,3.18
2003,4859.79,111,19.5,3.18
2003,4859.81,111,20,3.18
2003,4859.83,111,20.5,3.18
2003,4859.85,111,21,3.18
2003,4859.88,111,21.5,3.18
2003,4859.9,111,22,3.18
2003,4859.92,111,22.5,3.18
2003,4859.94,111,23,3.18
2003,4859.96,111,23.5,3.18
2003,4859.98,111,24,3.18
2003,4860,112,0.5,3.18
2003,4860.02,112,1,3.18
2003,4860.04,112,1.5,3.18
2003,4860.06,112,2,3.18
2003,4860.08,112,2.5,3.18
2003,4860.1,112,3,3.18
2003,4860.13,112,3.5,3.18
2003,4860.15,112,4,3.18
2003,4860.17,112,4.5,3.18
2003,4860.19,112,5,3.18
2003,4860.21,112,5.5,3.18
2003,4860.23,112,6,3.18
2003,4860.25,112,6.5,3.18
2003,4860.27,112,7,3.18
2003,4860.29,112,7.5,3.18
2003,4860.31,112,8,3.18
2003,4860.33,112,8.5,3.18
2003,4860.35,112,9,3.18
2003,4860.38,112,9.5,3.18
2003,4860.4,112,10,3.18
2003,4860.42,112,10.5,3.18
2003,4860.44,112,11,3.18
2003,4860.46,112,11.5,3.18
2003,4860.48,112,12,3.18
2003,4860.5,112,12.5,3.18
2003,4860.52,112,13,3.18
2003,4860.54,112,13.5,3.18
2003,4860.56,112,14,3.18
2003,4860.58,112,14.5,3.18
2003,4860.6,112,15,3.18
2003,4860.63,112,15.5,3.18
2003,4860.65,112,16,3.18
2003,4860.67,112,16.5,3.18
2003,4860.69,112,17,3.18
2003,4860.71,112,17.5,3.18
2003,4860.73,112,18,3.18
2003,4860.75,112,18.5,3.18
2003,4860.77,112,19,3.18
2003,4860.79,112,19.5,3.18
2003,4860.81,112,20,3.18
2003,4860.83,112,20.5,3.18
2003,4860.85,112,21,3.18
2003,4860.88,112,21.5,3.18
2003,4860.9,112,22,3.18
2003,4860.92,112,22.5,3.18
2003,4860.94,112,23,3.18
2003,4860.96,112,23.5,3.18
2003,4860.98,112,24,3.18
2003,4861,113,0.5,3.18
2003,4861.02,113,1,3.18
2003,4861.04,113,1.5,3.18
2003,4861.06,113,2,3.18
2003,4861.08,113,2.5,3.18
2003,4861.1,113,3,3.18
2003,4861.13,113,3.5,3.18
2003,4861.15,113,4,3.18
2003,4861.17,113,4.5,3.18
2003,4861.19,113,5,3.18
2003,4861.21,113,5.5,3.18
2003,4861.23,113,6,3.18
2003,4861.25,113,6.5,3.18
2003,4861.27,113,7,3.18
2003,4861.29,113,7.5,3.18
2003,4861.31,113,8,3.18
2003,4861.33,113,8.5,3.18
2003,4861.35,113,9,3.18
2003,4861.38,113,9.5,3.18
2003,4861.4,113,10,3.18
2003,4861.42,113,10.5,3.18
2003,4861.44,113,11,3.18
2003,4861.46,113,11.5,3.18
2003,4861.48,113,12,3.18
2003,4861.5,113,12.5,3.18
2003,4861.52,113,13,3.18
2003,4861.54,113,13.5,3.18
2003,4861.56,113,14,3.18
2003,4861.58,113,14.5,3.18
2003,4861.6,113,15,3.18
2003,4861.63,113,15.5,3.18
2003,4861.65,113,16,3.18
2003,4861.67,113,16.5,3.18
2003,4861.69,113,17,3.18
2003,4861.71,113,17.5,3.18
2003,4861.73,113,18,3.18
2003,4861.75,113,18.5,3.18
2003,4861.77,113,19,3.18
2003,4861.79,113,19.5,3.18
2003,4861.81,113,20,3.18
2003,4861.83,113,20.5,3.18
2003,4861.85,113,21,3.18
2003,4861.88,113,21.5,3.18
2003,4861.9,113,22,3.18
2003,4861.92,113,22.5,3.18
2003,4861.94,113,23,3.18
2003,4861.96,113,23.5,3.18
2003,4861.98,113,24,3.18
2003,4862,114,0.5,3.18
2003,4862.02,114,1,3.18
2003,4862.04,114,1.5,3.18
2003,4862.06,114,2,3.18
2003,4862.08,114,2.5,3.18
2003,4862.1,114,3,3.18
2003,4862.13,114,3.5,3.18
2003,4862.15,114,4,3.18
2003,4862.17,114,4.5,3.18
2003,4862.19,114,5,3.18
2003,4862.21,114,5.5,3.18
2003,4862.23,114,6,3.18
2003,4862.25,114,6.5,3.18
2003,4862.27,114,7,3.18
2003,4862.29,114,7.5,3.18
2003,4862.31,114,8,3.18
2003,4862.33,114,8.5,3.18
2003,4862.35,114,9,3.18
2003,4862.38,114,9.5,3.18
2003,4862.4,114,10,3.18
2003,4862.42,114,10.5,3.18
2003,4862.44,114,11,3.18
2003,4862.46,114,11.5,3.18
2003,4862.48,114,12,3.18
2003,4862.5,114,12.5,3.18
2003,4862.52,114,13,3.18
2003,4862.54,114,13.5,3.18
2003,4862.56,114,14,3.18
2003,4862.58,114,14.5,3.18
2003,4862.6,114,15,3.18
2003,4862.63,114,15.5,3.18
2003,4862.65,114,16,3.18
2003,4862.67,114,16.5,3.18
2003,4862.69,114,17,3.18
2003,4862.71,114,17.5,3.18
2003,4862.73,114,18,3.18
2003,4862.75,114,18.5,3.18
2003,4862.77,114,19,3.18
2003,4862.79,114,19.5,3.18
2003,4862.81,114,20,3.18
2003,4862.83,114,20.5,3.18
2003,4862.85,114,21,3.18
2003,4862.88,114,21.5,3.18
2003,4862.9,114,22,3.18
2003,4862.92,114,22.5,3.18
2003,4862.94,114,23,3.18
2003,4862.96,114,23.5,3.18
2003,4862.98,114,24,3.18
2003,4863,115,0.5,3.18
2003,4863.02,115,1,3.18
2003,4863.04,115,1.5,3.18
2003,4863.06,115,2,3.18
2003,4863.08,115,2.5,3.18
2003,4863.1,115,3,3.18
2003,4863.13,115,3.5,3.18
2003,4863.15,115,4,3.18
2003,4863.17,115,4.5,3.18
2003,4863.19,115,5,3.18
2003,4863.21,115,5.5,3.18
2003,4863.23,115,6,3.18
2003,4863.25,115,6.5,3.18
2003,4863.27,115,7,3.18
2003,4863.29,115,7.5,3.18
2003,4863.31,115,8,3.18
2003,4863.33,115,8.5,3.18
2003,4863.35,115,9,3.18
2003,4863.38,115,9.5,3.18
2003,4863.4,115,10,3.18
2003,4863.42,115,10.5,3.18
2003,4863.44,115,11,3.18
2003,4863.46,115,11.5,3.18
2003,4863.48,115,12,3.18
2003,4863.5,115,12.5,3.18
2003,4863.52,115,13,3.18
2003,4863.54,115,13.5,3.18
2003,4863.56,115,14,3.18
2003,4863.58,115,14.5,3.18
2003,4863.6,115,15,3.18
2003,4863.63,115,15.5,3.18
2003,4863.65,115,16,3.18
2003,4863.67,115,16.5,3.18
2003,4863.69,115,17,3.18
2003,4863.71,115,17.5,3.18
2003,4863.73,115,18,3.18
2003,4863.75,115,18.5,3.18
2003,4863.77,115,19,3.18
2003,4863.79,115,19.5,3.18
2003,4863.81,115,20,3.18
2003,4863.83,115,20.5,3.18
2003,4863.85,115,21,3.18
2003,4863.88,115,21.5,3.18
2003,4863.9,115,22,3.18
2003,4863.92,115,22.5,3.18
2003,4863.94,115,23,3.18
2003,4863.96,115,23.5,3.18
2003,4863.98,115,24,3.18
2003,4864,116,0.5,3.18
2003,4864.02,116,1,3.18
2003,4864.04,116,1.5,3.18
2003,4864.06,116,2,3.18
2003,4864.08,116,2.5,3.18
2003,4864.1,116,3,3.18
2003,4864.13,116,3.5,3.18
2003,4864.15,116,4,3.18
2003,4864.17,116,4.5,3.18
2003,4864.19,116,5,3.18
2003,4864.21,116,5.5,3.18
2003,4864.23,116,6,3.18
2003,4864.25,116,6.5,3.18
2003,4864.27,116,7,3.18
2003,4864.29,116,7.5,3.18
2003,4864.31,116,8,3.18
2003,4864.33,116,8.5,3.18
2003,4864.35,116,9,3.18
2003,4864.38,116,9.5,3.18
2003,4864.4,116,10,3.18
2003,4864.42,116,10.5,3.18
2003,4864.44,116,11,3.18
2003,4864.46,116,11.5,3.18
2003,4864.48,116,12,3.18
2003,4864.5,116,12.5,3.18
2003,4864.52,116,13,3.18
2003,4864.54,116,13.5,3.18
2003,4864.56,116,14,3.18
2003,4864.58,116,14.5,3.18
2003,4864.6,116,15,3.18
2003,4864.63,116,15.5,3.18
2003,4864.65,116,16,3.18
2003,4864.67,116,16.5,3.18
2003,4864.69,116,17,3.18
2003,4864.71,116,17.5,3.18
2003,4864.73,116,18,3.18
2003,4864.75,116,18.5,3.18
2003,4864.77,116,19,3.18
2003,4864.79,116,19.5,3.18
2003,4864.81,116,20,3.18
2003,4864.83,116,20.5,3.18
2003,4864.85,116,21,3.18
2003,4864.88,116,21.5,3.18
2003,4864.9,116,22,3.18
2003,4864.92,116,22.5,3.18
2003,4864.94,116,23,3.18
2003,4864.96,116,23.5,3.18
2003,4864.98,116,24,3.18
2003,4865,117,0.5,3.18
2003,4865.02,117,1,3.18
2003,4865.04,117,1.5,3.18
2003,4865.06,117,2,3.18
2003,4865.08,117,2.5,3.18
2003,4865.1,117,3,3.18
2003,4865.13,117,3.5,3.18
2003,4865.15,117,4,3.18
2003,4865.17,117,4.5,3.18
2003,4865.19,117,5,3.18
2003,4865.21,117,5.5,3.18
2003,4865.23,117,6,3.18
2003,4865.25,117,6.5,3.18
2003,4865.27,117,7,3.18
2003,4865.29,117,7.5,3.18
2003,4865.31,117,8,3.18
2003,4865.33,117,8.5,3.18
2003,4865.35,117,9,3.18
2003,4865.38,117,9.5,3.18
2003,4865.4,117,10,3.18
2003,4865.42,117,10.5,3.18
2003,4865.44,117,11,3.18
2003,4865.46,117,11.5,3.18
2003,4865.48,117,12,3.18
2003,4865.5,117,12.5,3.18
2003,4865.52,117,13,3.18
2003,4865.54,117,13.5,3.18
2003,4865.56,117,14,3.18
2003,4865.58,117,14.5,3.18
2003,4865.6,117,15,3.18
2003,4865.63,117,15.5,3.18
2003,4865.65,117,16,3.18
2003,4865.67,117,16.5,3.18
2003,4865.69,117,17,3.18
2003,4865.71,117,17.5,3.18
2003,4865.73,117,18,3.18
2003,4865.75,117,18.5,3.18
2003,4865.77,117,19,3.18
2003,4865.79,117,19.5,3.18
2003,4865.81,117,20,3.18
2003,4865.83,117,20.5,3.18
2003,4865.85,117,21,3.18
2003,4865.88,117,21.5,3.18
2003,4865.9,117,22,3.18
2003,4865.92,117,22.5,3.18
2003,4865.94,117,23,3.18
2003,4865.96,117,23.5,3.18
2003,4865.98,117,24,3.18
2003,4866,118,0.5,3.18
2003,4866.02,118,1,3.18
2003,4866.04,118,1.5,3.18
2003,4866.06,118,2,3.18
2003,4866.08,118,2.5,3.18
2003,4866.1,118,3,3.18
2003,4866.13,118,3.5,3.18
2003,4866.15,118,4,3.18
2003,4866.17,118,4.5,3.18
2003,4866.19,118,5,3.18
2003,4866.21,118,5.5,3.18
2003,4866.23,118,6,3.18
2003,4866.25,118,6.5,3.18
2003,4866.27,118,7,3.18
2003,4866.29,118,7.5,3.18
2003,4866.31,118,8,3.18
2003,4866.33,118,8.5,3.18
2003,4866.35,118,9,3.18
2003,4866.38,118,9.5,3.18
2003,4866.4,118,10,3.18
2003,4866.42,118,10.5,3.18
2003,4866.44,118,11,3.18
2003,4866.46,118,11.5,3.18
2003,4866.48,118,12,3.18
2003,4866.5,118,12.5,3.18
2003,4866.52,118,13,3.18
2003,4866.54,118,13.5,3.18
2003,4866.56,118,14,3.18
2003,4866.58,118,14.5,3.18
2003,4866.6,118,15,3.18
2003,4866.63,118,15.5,3.18
2003,4866.65,118,16,3.18
2003,4866.67,118,16.5,3.18
2003,4866.69,118,17,3.18
2003,4866.71,118,17.5,3.18
2003,4866.73,118,18,3.18
2003,4866.75,118,18.5,3.18
2003,4866.77,118,19,3.18
2003,4866.79,118,19.5,3.18
2003,4866.81,118,20,3.18
2003,4866.83,118,20.5,3.18
2003,4866.85,118,21,3.18
2003,4866.88,118,21.5,3.18
2003,4866.9,118,22,3.18
2003,4866.92,118,22.5,3.18
2003,4866.94,118,23,3.18
2003,4866.96,118,23.5,3.18
2003,4866.98,118,24,3.18
2003,4867,119,0.5,3.18
2003,4867.02,119,1,3.18
2003,4867.04,119,1.5,3.18
2003,4867.06,119,2,3.18
2003,4867.08,119,2.5,3.18
2003,4867.1,119,3,3.18
2003,4867.13,119,3.5,3.18
2003,4867.15,119,4,3.18
2003,4867.17,119,4.5,3.18
2003,4867.19,119,5,3.18
2003,4867.21,119,5.5,3.18
2003,4867.23,119,6,3.18
2003,4867.25,119,6.5,3.18
2003,4867.27,119,7,3.18
2003,4867.29,119,7.5,3.18
2003,4867.31,119,8,3.18
2003,4867.33,119,8.5,3.18
2003,4867.35,119,9,3.18
2003,4867.38,119,9.5,3.18
2003,4867.4,119,10,3.18
2003,4867.42,119,10.5,3.18
2003,4867.44,119,11,3.18
2003,4867.46,119,11.5,3.18
2003,4867.48,119,12,3.18
2003,4867.5,119,12.5,3.18
2003,4867.52,119,13,3.18
2003,4867.54,119,13.5,3.18
2003,4867.56,119,14,3.18
2003,4867.58,119,14.5,3.18
2003,4867.6,119,15,3.18
2003,4867.63,119,15.5,3.18
2003,4867.65,119,16,3.18
2003,4867.67,119,16.5,3.18
2003,4867.69,119,17,3.18
2003,4867.71,119,17.5,3.18
2003,4867.73,119,18,3.18
2003,4867.75,119,18.5,3.18
2003,4867.77,119,19,3.18
2003,4867.79,119,19.5,3.18
2003,4867.81,119,20,3.18
2003,4867.83,119,20.5,3.18
2003,4867.85,119,21,3.18
2003,4867.88,119,21.5,3.18
2003,4867.9,119,22,3.18
2003,4867.92,119,22.5,3.18
2003,4867.94,119,23,3.18
2003,4867.96,119,23.5,3.18
2003,4867.98,119,24,3.18
2003,4868,120,0.5,3.18
2003,4868.02,120,1,3.18
2003,4868.04,120,1.5,3.18
2003,4868.06,120,2,3.18
2003,4868.08,120,2.5,3.18
2003,4868.1,120,3,3.18
2003,4868.13,120,3.5,3.18
2003,4868.15,120,4,3.18
2003,4868.17,120,4.5,3.18
2003,4868.19,120,5,3.18
2003,4868.21,120,5.5,3.18
2003,4868.23,120,6,3.18
2003,4868.25,120,6.5,3.18
2003,4868.27,120,7,3.18
2003,4868.29,120,7.5,3.18
2003,4868.31,120,8,3.18
2003,4868.33,120,8.5,3.18
2003,4868.35,120,9,3.18
2003,4868.38,120,9.5,3.18
2003,4868.4,120,10,3.18
2003,4868.42,120,10.5,3.18
2003,4868.44,120,11,3.18
2003,4868.46,120,11.5,3.18
2003,4868.48,120,12,3.18
2003,4868.5,120,12.5,3.18
2003,4868.52,120,13,3.18
2003,4868.54,120,13.5,3.18
2003,4868.56,120,14,3.18
2003,4868.58,120,14.5,3.18
2003,4868.6,120,15,3.18
2003,4868.63,120,15.5,3.18
2003,4868.65,120,16,3.18
2003,4868.67,120,16.5,3.18
2003,4868.69,120,17,3.18
2003,4868.71,120,17.5,3.18
2003,4868.73,120,18,3.18
2003,4868.75,120,18.5,3.18
2003,4868.77,120,19,3.18
2003,4868.79,120,19.5,3.18
2003,4868.81,120,20,3.18
2003,4868.83,120,20.5,3.18
2003,4868.85,120,21,3.18
2003,4868.88,120,21.5,3.18
2003,4868.9,120,22,3.18
2003,4868.92,120,22.5,3.18
2003,4868.94,120,23,3.18
2003,4868.96,120,23.5,3.18
2003,4868.98,120,24,3.18
2003,4869,121,0.5,3.18
2003,4869.02,121,1,3.18
2003,4869.04,121,1.5,3.18
2003,4869.06,121,2,3.18
2003,4869.08,121,2.5,3.18
2003,4869.1,121,3,3.18
2003,4869.13,121,3.5,3.18
2003,4869.15,121,4,3.18
2003,4869.17,121,4.5,3.18
2003,4869.19,121,5,3.18
2003,4869.21,121,5.5,3.18
2003,4869.23,121,6,3.18
2003,4869.25,121,6.5,3.18
2003,4869.27,121,7,3.18
2003,4869.29,121,7.5,3.18
2003,4869.31,121,8,3.18
2003,4869.33,121,8.5,3.18
2003,4869.35,121,9,3.18
2003,4869.38,121,9.5,3.18
2003,4869.4,121,10,3.18
2003,4869.42,121,10.5,3.18
2003,4869.44,121,11,3.18
2003,4869.46,121,11.5,3.18
2003,4869.48,121,12,3.18
2003,4869.5,121,12.5,3.18
2003,4869.52,121,13,3.18
2003,4869.54,121,13.5,3.18
2003,4869.56,121,14,3.18
2003,4869.58,121,14.5,3.18
2003,4869.6,121,15,3.18
2003,4869.63,121,15.5,3.18
2003,4869.65,121,16,3.18
2003,4869.67,121,16.5,3.18
2003,4869.69,121,17,3.18
2003,4869.71,121,17.5,3.18
2003,4869.73,121,18,3.18
2003,4869.75,121,18.5,3.18
2003,4869.77,121,19,3.18
2003,4869.79,121,19.5,3.18
2003,4869.81,121,20,3.18
2003,4869.83,121,20.5,3.18
2003,4869.85,121,21,3.18
2003,4869.88,121,21.5,3.18
2003,4869.9,121,22,3.18
2003,4869.92,121,22.5,3.18
2003,4869.94,121,23,3.18
2003,4869.96,121,23.5,3.18
2003,4869.98,121,24,3.18
2003,4870,122,0.5,3.18
2003,4870.02,122,1,3.18
2003,4870.04,122,1.5,3.18
2003,4870.06,122,2,3.18
2003,4870.08,122,2.5,3.18
2003,4870.1,122,3,3.18
2003,4870.13,122,3.5,3.18
2003,4870.15,122,4,3.18
2003,4870.17,122,4.5,3.18
2003,4870.19,122,5,3.18
2003,4870.21,122,5.5,3.18
2003,4870.23,122,6,3.18
2003,4870.25,122,6.5,3.18
2003,4870.27,122,7,3.18
2003,4870.29,122,7.5,3.18
2003,4870.31,122,8,3.18
2003,4870.33,122,8.5,3.18
2003,4870.35,122,9,3.18
2003,4870.38,122,9.5,3.18
2003,4870.4,122,10,3.18
2003,4870.42,122,10.5,3.18
2003,4870.44,122,11,3.18
2003,4870.46,122,11.5,3.18
2003,4870.48,122,12,3.18
2003,4870.5,122,12.5,3.18
2003,4870.52,122,13,3.18
2003,4870.54,122,13.5,3.18
2003,4870.56,122,14,3.18
2003,4870.58,122,14.5,3.18
2003,4870.6,122,15,3.18
2003,4870.63,122,15.5,3.18
2003,4870.65,122,16,3.18
2003,4870.67,122,16.5,3.18
2003,4870.69,122,17,3.18
2003,4870.71,122,17.5,3.18
2003,4870.73,122,18,3.18
2003,4870.75,122,18.5,3.18
2003,4870.77,122,19,3.18
2003,4870.79,122,19.5,3.18
2003,4870.81,122,20,3.18
2003,4870.83,122,20.5,3.18
2003,4870.85,122,21,3.18
2003,4870.88,122,21.5,3.18
2003,4870.9,122,22,3.18
2003,4870.92,122,22.5,3.18
2003,4870.94,122,23,3.18
2003,4870.96,122,23.5,3.18
2003,4870.98,122,24,3.18
2003,4871,123,0.5,3.18
2003,4871.02,123,1,3.18
2003,4871.04,123,1.5,3.18
2003,4871.06,123,2,3.18
2003,4871.08,123,2.5,3.18
2003,4871.1,123,3,3.18
2003,4871.13,123,3.5,3.18
2003,4871.15,123,4,3.18
2003,4871.17,123,4.5,3.18
2003,4871.19,123,5,3.18
2003,4871.21,123,5.5,3.18
2003,4871.23,123,6,3.18
2003,4871.25,123,6.5,3.18
2003,4871.27,123,7,3.18
2003,4871.29,123,7.5,3.18
2003,4871.31,123,8,3.18
2003,4871.33,123,8.5,3.18
2003,4871.35,123,9,3.18
2003,4871.38,123,9.5,3.18
2003,4871.4,123,10,3.18
2003,4871.42,123,10.5,3.18
2003,4871.44,123,11,3.18
2003,4871.46,123,11.5,3.18
2003,4871.48,123,12,3.18
2003,4871.5,123,12.5,3.18
2003,4871.52,123,13,3.18
2003,4871.54,123,13.5,3.18
2003,4871.56,123,14,3.18
2003,4871.58,123,14.5,3.18
2003,4871.6,123,15,3.18
2003,4871.63,123,15.5,3.18
2003,4871.65,123,16,3.18
2003,4871.67,123,16.5,3.18
2003,4871.69,123,17,3.18
2003,4871.71,123,17.5,3.18
2003,4871.73,123,18,3.18
2003,4871.75,123,18.5,3.18
2003,4871.77,123,19,3.18
2003,4871.79,123,19.5,3.18
2003,4871.81,123,20,3.18
2003,4871.83,123,20.5,3.18
2003,4871.85,123,21,3.18
2003,4871.88,123,21.5,3.18
2003,4871.9,123,22,3.18
2003,4871.92,123,22.5,3.18
2003,4871.94,123,23,3.18
2003,4871.96,123,23.5,3.18
2003,4871.98,123,24,3.18
2003,4872,124,0.5,3.18
2003,4872.02,124,1,3.18
2003,4872.04,124,1.5,3.18
2003,4872.06,124,2,3.18
2003,4872.08,124,2.5,3.18
2003,4872.1,124,3,3.18
2003,4872.13,124,3.5,3.18
2003,4872.15,124,4,3.18
2003,4872.17,124,4.5,3.18
2003,4872.19,124,5,3.18
2003,4872.21,124,5.5,3.18
2003,4872.23,124,6,3.18
2003,4872.25,124,6.5,3.18
2003,4872.27,124,7,3.18
2003,4872.29,124,7.5,3.18
2003,4872.31,124,8,3.18
2003,4872.33,124,8.5,3.18
2003,4872.35,124,9,3.18
2003,4872.38,124,9.5,3.18
2003,4872.4,124,10,3.18
2003,4872.42,124,10.5,3.18
2003,4872.44,124,11,3.18
2003,4872.46,124,11.5,3.18
2003,4872.48,124,12,3.18
2003,4872.5,124,12.5,3.18
2003,4872.52,124,13,3.18
2003,4872.54,124,13.5,3.18
2003,4872.56,124,14,3.18
2003,4872.58,124,14.5,3.18
2003,4872.6,124,15,3.18
2003,4872.63,124,15.5,3.18
2003,4872.65,124,16,3.18
2003,4872.67,124,16.5,3.18
2003,4872.69,124,17,3.18
2003,4872.71,124,17.5,3.18
2003,4872.73,124,18,3.18
2003,4872.75,124,18.5,3.18
2003,4872.77,124,19,3.18
2003,4872.79,124,19.5,3.18
2003,4872.81,124,20,3.18
2003,4872.83,124,20.5,3.18
2003,4872.85,124,21,3.18
2003,4872.88,124,21.5,3.18
2003,4872.9,124,22,3.18
2003,4872.92,124,22.5,3.18
2003,4872.94,124,23,3.18
2003,4872.96,124,23.5,3.18
2003,4872.98,124,24,3.18
2003,4873,125,0.5,3.18
2003,4873.02,125,1,3.18
2003,4873.04,125,1.5,3.18
2003,4873.06,125,2,3.18
2003,4873.08,125,2.5,3.18
2003,4873.1,125,3,3.18
2003,4873.13,125,3.5,3.18
2003,4873.15,125,4,3.18
2003,4873.17,125,4.5,3.18
2003,4873.19,125,5,3.18
2003,4873.21,125,5.5,3.18
2003,4873.23,125,6,3.18
2003,4873.25,125,6.5,3.18
2003,4873.27,125,7,3.18
2003,4873.29,125,7.5,3.18
2003,4873.31,125,8,3.18
2003,4873.33,125,8.5,3.18
2003,4873.35,125,9,3.18
2003,4873.38,125,9.5,3.18
2003,4873.4,125,10,3.18
2003,4873.42,125,10.5,3.18
2003,4873.44,125,11,3.18
2003,4873.46,125,11.5,3.18
2003,4873.48,125,12,3.18
2003,4873.5,125,12.5,3.18
2003,4873.52,125,13,3.18
2003,4873.54,125,13.5,3.18
2003,4873.56,125,14,3.18
2003,4873.58,125,14.5,3.18
2003,4873.6,125,15,3.18
2003,4873.63,125,15.5,3.18
2003,4873.65,125,16,3.18
2003,4873.67,125,16.5,3.18
2003,4873.69,125,17,3.18
2003,4873.71,125,17.5,3.18
2003,4873.73,125,18,3.18
2003,4873.75,125,18.5,3.18
2003,4873.77,125,19,3.18
2003,4873.79,125,19.5,3.18
2003,4873.81,125,20,3.18
2003,4873.83,125,20.5,3.18
2003,4873.85,125,21,3.18
2003,4873.88,125,21.5,3.18
2003,4873.9,125,22,3.18
2003,4873.92,125,22.5,3.18
2003,4873.94,125,23,3.18
2003,4873.96,125,23.5,3.18
2003,4873.98,125,24,3.18
2003,4874,126,0.5,3.18
2003,4874.02,126,1,3.18
2003,4874.04,126,1.5,3.18
2003,4874.06,126,2,3.18
2003,4874.08,126,2.5,3.18
2003,4874.1,126,3,3.18
2003,4874.13,126,3.5,3.18
2003,4874.15,126,4,3.18
2003,4874.17,126,4.5,3.18
2003,4874.19,126,5,3.18
2003,4874.21,126,5.5,3.18
2003,4874.23,126,6,3.18
2003,4874.25,126,6.5,3.18
2003,4874.27,126,7,3.18
2003,4874.29,126,7.5,3.18
2003,4874.31,126,8,3.18
