year,JDT,DOY,Time,VPD.HW
2003,4792.35,44,9,0.5679003
2003,4792.38,44,9.5,0.6084612
2003,4792.4,44,10,0.65430695
2003,4792.42,44,10.5,0.70589876
2003,4792.44,44,11,0.73277831
2003,4792.46,44,11.5,0.77616787
2003,4792.48,44,12,0.81290239
2003,4792.5,44,12.5,0.84679645
2003,4792.52,44,13,0.89130419
2003,4792.54,44,13.5,0.92605442
2003,4792.56,44,14,0.95801401
2003,4792.58,44,14.5,0.99428916
2003,4792.6,44,15,1.0378348
2003,4792.63,44,15.5,1.0688736
2003,4792.65,44,16,1.0845261
2003,4792.67,44,16.5,1.1175187
2003,4792.69,44,17,1.0958627
2003,4792.71,44,17.5,1.0724382
2003,4792.73,44,18,0.98194152
2003,4792.75,44,18.5,0.87109959
2003,4792.77,44,19,0.81886798
2003,4792.79,44,19.5,0.79160368
2003,4792.81,44,20,0.74271524
2003,4792.83,44,20.5,0.6861977
2003,4792.85,44,21,0.65411437
2003,4792.88,44,21.5,0.65416056
2003,4792.9,44,22,0.66955596
2003,4792.92,44,22.5,0.64467168
2003,4792.94,44,23,0.64701462
2003,4792.96,44,23.5,0.65203565
2003,4792.98,44,24,0.63088864
2003,4793,45,0.5,0.62613052
2003,4793.02,45,1,0.58562726
2003,4793.04,45,1.5,0.52646679
2003,4793.06,45,2,0.48981199
2003,4793.08,45,2.5,0.43493003
2003,4793.1,45,3,0.3948122
2003,4793.13,45,3.5,0.38840663
2003,4793.15,45,4,0.40959194
2003,4793.17,45,4.5,0.42350665
2003,4793.19,45,5,0.37708026
2003,4793.21,45,5.5,0.36027464
2003,4793.23,45,6,0.39428616
2003,4793.25,45,6.5,0.35008642
2003,4793.27,45,7,0.38258752
2003,4793.29,45,7.5,0.30762637
2003,4793.31,45,8,0.283066
2003,4793.33,45,8.5,0.31739071
2003,4793.35,45,9,0.35158384
2003,4793.38,45,9.5,0.40071309
2003,4793.4,45,10,0.48679227
2003,4793.42,45,10.5,0.54336351
2003,4793.44,45,11,0.5853917
2003,4793.46,45,11.5,0.63363057
2003,4793.48,45,12,0.69559455
2003,4793.5,45,12.5,0.74410516
2003,4793.52,45,13,0.75352603
2003,4793.54,45,13.5,0.51121932
2003,4793.56,45,14,0.29863667
2003,4793.58,45,14.5,0.1974972
2003,4793.6,45,15,0.12082569
2003,4793.63,45,15.5,0.089041479
2003,4793.65,45,16,0.068301007
2003,4793.67,45,16.5,0.047490217
2003,4793.69,45,17,0.042423662
2003,4793.71,45,17.5,0.031887751
2003,4793.73,45,18,0.034290992
2003,4793.75,45,18.5,0.047223449
2003,4793.77,45,19,0.057544157
2003,4793.79,45,19.5,0.057373144
2003,4793.81,45,20,0.048588317
2003,4793.83,45,20.5,0.036175296
2003,4793.85,45,21,0.026165256
2003,4793.88,45,21.5,0.025350844
2003,4793.9,45,22,0.035857867
2003,4793.92,45,22.5,0.082487382
2003,4793.94,45,23,0.13480999
2003,4793.96,45,23.5,0.12355981
2003,4793.98,45,24,0.14256935
2003,4794,46,0.5,0.17506687
2003,4794.02,46,1,0.20145316
2003,4794.04,46,1.5,0.20228492
2003,4794.06,46,2,0.11342216
2003,4794.08,46,2.5,0.059684653
2003,4794.1,46,3,0.046602841
2003,4794.13,46,3.5,0.060048621
2003,4794.15,46,4,0.080154113
2003,4794.17,46,4.5,0.087227575
2003,4794.19,46,5,0.10998003
2003,4794.21,46,5.5,0.14216408
2003,4794.23,46,6,0.18015864
2003,4794.25,46,6.5,0.17405301
2003,4794.27,46,7,0.15389098
2003,4794.29,46,7.5,0.14279054
2003,4794.31,46,8,0.12930226
2003,4794.33,46,8.5,0.12130521
2003,4794.35,46,9,0.096909307
2003,4794.38,46,9.5,0.075978927
2003,4794.4,46,10,0.068076849
2003,4794.42,46,10.5,0.079076745
2003,4794.44,46,11,0.087635957
2003,4794.46,46,11.5,0.10487914
2003,4794.48,46,12,0.11898116
2003,4794.5,46,12.5,0.11114662
2003,4794.52,46,13,0.081889965
2003,4794.54,46,13.5,0.090192728
2003,4794.56,46,14,0.1259398
2003,4794.58,46,14.5,0.12788904
2003,4794.6,46,15,0.11435613
2003,4794.63,46,15.5,0.11579877
2003,4794.65,46,16,0.088150449
2003,4794.67,46,16.5,0.068604358
2003,4794.69,46,17,0.08576785
2003,4794.71,46,17.5,0.076931223
2003,4794.73,46,18,0.056308053
2003,4794.75,46,18.5,0.037378874
2003,4794.77,46,19,0.039739892
2003,4794.79,46,19.5,0.049469091
2003,4794.81,46,20,0.037146159
2003,4794.83,46,20.5,0.025557727
2003,4794.85,46,21,0.021772187
2003,4794.88,46,21.5,0.021318765
2003,4794.9,46,22,0.021527577
2003,4794.92,46,22.5,0.021323588
2003,4794.94,46,23,0.02272048
2003,4794.96,46,23.5,0.02378561
2003,4794.98,46,24,0.018490378
2003,4795,47,0.5,0.015838755
2003,4795.02,47,1,0.016836559
2003,4795.04,47,1.5,0.015003134
2003,4795.06,47,2,0.017292487
2003,4795.08,47,2.5,0.016474968
2003,4795.1,47,3,0.019788926
2003,4795.13,47,3.5,0.020144446
2003,4795.15,47,4,0.019407773
2003,4795.17,47,4.5,0.020860387
2003,4795.19,47,5,0.023676896
2003,4795.21,47,5.5,0.023399914
2003,4795.23,47,6,0.020071179
2003,4795.25,47,6.5,0.022436965
2003,4795.27,47,7,0.021936698
2003,4795.29,47,7.5,0.021751378
2003,4795.31,47,8,0.019482005
2003,4795.33,47,8.5,0.022260528
2003,4795.35,47,9,0.021820508
2003,4795.38,47,9.5,0.022252314
2003,4795.4,47,10,0.02209348
2003,4795.42,47,10.5,0.023823012
2003,4795.44,47,11,0.023141773
2003,4795.46,47,11.5,0.022796122
2003,4795.48,47,12,0.020006089
2003,4795.5,47,12.5,0.020113466
2003,4795.52,47,13,0.023754276
2003,4795.54,47,13.5,0.029819336
2003,4795.56,47,14,0.024864974
2003,4795.58,47,14.5,0.021574875
2003,4795.6,47,15,0.020430207
2003,4795.63,47,15.5,0.023697654
2003,4795.65,47,16,0.024858071
2003,4795.67,47,16.5,0.025874315
2003,4795.69,47,17,0.028267879
2003,4795.71,47,17.5,0.0275132
2003,4795.73,47,18,0.028331777
2003,4795.75,47,18.5,0.025699059
2003,4795.77,47,19,0.023728104
2003,4795.79,47,19.5,0.02634331
2003,4795.81,47,20,0.028913792
2003,4795.83,47,20.5,0.027052645
2003,4795.85,47,21,0.029344011
2003,4795.88,47,21.5,0.029522453
2003,4795.9,47,22,0.029508857
2003,4795.92,47,22.5,0.030945564
2003,4795.94,47,23,0.031679925
2003,4795.96,47,23.5,0.03191945
2003,4795.98,47,24,0.029314596
2003,4796,48,0.5,0.024781637
2003,4796.02,48,1,0.028055629
2003,4796.04,48,1.5,0.028567484
2003,4796.06,48,2,0.029054588
2003,4796.08,48,2.5,0.029981138
2003,4796.1,48,3,0.025839202
2003,4796.13,48,3.5,0.022182137
2003,4796.15,48,4,0.02143828
2003,4796.17,48,4.5,0.021743625
2003,4796.19,48,5,0.018110195
2003,4796.21,48,5.5,0.020639509
2003,4796.23,48,6,0.024284847
2003,4796.25,48,6.5,0.027101146
2003,4796.27,48,7,0.028485861
2003,4796.29,48,7.5,0.028492261
2003,4796.31,48,8,0.027771356
2003,4796.33,48,8.5,0.027536433
2003,4796.35,48,9,0.025949458
2003,4796.38,48,9.5,0.022482445
2003,4796.4,48,10,0.019430701
2003,4796.42,48,10.5,0.020206163
2003,4796.44,48,11,0.020902704
2003,4796.46,48,11.5,0.021192729
2003,4796.48,48,12,0.022003869
2003,4796.5,48,12.5,0.023186622
2003,4796.52,48,13,0.021891449
2003,4796.54,48,13.5,0.020388614
2003,4796.56,48,14,0.018919261
2003,4796.58,48,14.5,0.016371233
2003,4796.6,48,15,0.014789488
2003,4796.63,48,15.5,0.014288929
2003,4796.65,48,16,0.013755524
2003,4796.67,48,16.5,0.012737174
2003,4796.69,48,17,0.012735303
2003,4796.71,48,17.5,0.011668089
2003,4796.73,48,18,0.011105125
2003,4796.75,48,18.5,0.010004157
2003,4796.77,48,19,0.009449064
2003,4796.79,48,19.5,0.008873668
2003,4796.81,48,20,0.009409593
2003,4796.83,48,20.5,0.008303803
2003,4796.85,48,21,0.007231061
2003,4796.88,48,21.5,0.006140185
2003,4796.9,48,22,0.006145143
2003,4796.92,48,22.5,0.005595519
2003,4796.94,48,23,0.005597982
2003,4796.96,48,23.5,0.005614019
2003,4796.98,48,24,0.005063372
2003,4797,49,0.5,0.004513992
2003,4797.02,49,1,0.004528238
2003,4797.04,49,1.5,0.005112961
2003,4797.06,49,2,0.005128334
2003,4797.08,49,2.5,0.004574563
2003,4797.1,49,3,0.004588307
2003,4797.13,49,3.5,0.004612195
2003,4797.15,49,4,0.004632129
2003,4797.17,49,4.5,0.005225634
2003,4797.19,49,5,0.004646705
2003,4797.21,49,5.5,0.004656898
2003,4797.23,49,6,0.004668816
2003,4797.25,49,6.5,0.004686229
2003,4797.27,49,7,0.004119042
2003,4797.29,49,7.5,0.004144349
2003,4797.31,49,8,0.002992338
2003,4797.33,49,8.5,0.003040828
2003,4797.35,49,9,0.004322881
2003,4797.38,49,9.5,0.006250762
2003,4797.4,49,10,0.008891524
2003,4797.42,49,10.5,0.016926916
2003,4797.44,49,11,0.031774297
2003,4797.46,49,11.5,0.050383277
2003,4797.48,49,12,0.10570158
2003,4797.5,49,12.5,0.17365313
2003,4797.52,49,13,0.24580272
2003,4797.54,49,13.5,0.33252183
2003,4797.56,49,14,0.37050876
2003,4797.58,49,14.5,0.38101688
2003,4797.6,49,15,0.39594474
2003,4797.63,49,15.5,0.4214583
2003,4797.65,49,16,0.42713273
2003,4797.67,49,16.5,0.44668129
2003,4797.69,49,17,0.4294093
2003,4797.71,49,17.5,0.40013698
2003,4797.73,49,18,0.33612359
2003,4797.75,49,18.5,0.25466853
2003,4797.77,49,19,0.16890295
2003,4797.79,49,19.5,0.13134389
2003,4797.81,49,20,0.10028744
2003,4797.83,49,20.5,0.078439318
2003,4797.85,49,21,0.062832385
2003,4797.88,49,21.5,0.083170339
2003,4797.9,49,22,0.055379283
2003,4797.92,49,22.5,0.034798764
2003,4797.94,49,23,0.026987877
2003,4797.96,49,23.5,0.018473074
2003,4797.98,49,24,0.0169523
2003,4798,50,0.5,0.014363683
2003,4798.02,50,1,0.012607721
2003,4798.04,50,1.5,0.011160696
2003,4798.06,50,2,0.010083762
2003,4798.08,50,2.5,0.008510374
2003,4798.1,50,3,0.008043647
2003,4798.13,50,3.5,0.008572286
2003,4798.15,50,4,0.006745225
2003,4798.17,50,4.5,0.006537902
2003,4798.19,50,5,0.006425233
2003,4798.21,50,5.5,0.005911545
2003,4798.23,50,6,0.005914596
2003,4798.25,50,6.5,0.00531972
2003,4798.27,50,7,0.004286648
2003,4798.29,50,7.5,0.003255984
2003,4798.31,50,8,0.003371624
2003,4798.33,50,8.5,0.002908224
2003,4798.35,50,9,0.002440275
2003,4798.38,50,9.5,0.001940047
2003,4798.4,50,10,0.00140965
2003,4798.42,50,10.5,0.055712212
2003,4798.44,50,11,0.17857774
2003,4798.46,50,11.5,0.22630925
2003,4798.48,50,12,0.24476929
2003,4798.5,50,12.5,0.27709249
2003,4798.52,50,13,0.28339916
2003,4798.54,50,13.5,0.29326648
2003,4798.56,50,14,0.38557392
2003,4798.58,50,14.5,0.44589055
2003,4798.6,50,15,0.4771722
2003,4798.63,50,15.5,0.48656055
2003,4798.65,50,16,0.48450127
2003,4798.67,50,16.5,0.4577553
2003,4798.69,50,17,0.4414323
2003,4798.71,50,17.5,0.42415386
2003,4798.73,50,18,0.37655464
2003,4798.75,50,18.5,0.29005903
2003,4798.77,50,19,0.26222545
2003,4798.79,50,19.5,0.25901061
2003,4798.81,50,20,0.25256339
2003,4798.83,50,20.5,0.25733942
2003,4798.85,50,21,0.2487089
2003,4798.88,50,21.5,0.22299135
2003,4798.9,50,22,0.22886233
2003,4798.92,50,22.5,0.20051828
2003,4798.94,50,23,0.19016209
2003,4798.96,50,23.5,0.18529467
2003,4798.98,50,24,0.18734945
2003,4799,51,0.5,0.14973414
2003,4799.02,51,1,0.13144241
2003,4799.04,51,1.5,0.14528023
2003,4799.06,51,2,0.13572884
2003,4799.08,51,2.5,0.14285149
2003,4799.1,51,3,0.10879386
2003,4799.13,51,3.5,0.087043203
2003,4799.15,51,4,0.11102033
2003,4799.17,51,4.5,0.15256035
2003,4799.19,51,5,0.14224449
2003,4799.21,51,5.5,0.15059549
2003,4799.23,51,6,0.14078405
2003,4799.25,51,6.5,0.10819765
2003,4799.27,51,7,0.10769882
2003,4799.29,51,7.5,0.11189141
2003,4799.31,51,8,0.13784117
2003,4799.33,51,8.5,0.17214134
2003,4799.35,51,9,0.19708566
2003,4799.38,51,9.5,0.1980968
2003,4799.4,51,10,0.22789662
2003,4799.42,51,10.5,0.31587872
2003,4799.44,51,11,0.38610613
2003,4799.46,51,11.5,0.43406212
2003,4799.48,51,12,0.44897845
2003,4799.5,51,12.5,0.48880568
2003,4799.52,51,13,0.51624262
2003,4799.54,51,13.5,0.54141825
2003,4799.56,51,14,0.56877977
2003,4799.58,51,14.5,0.59092188
2003,4799.6,51,15,0.63852227
2003,4799.63,51,15.5,0.68711519
2003,4799.65,51,16,0.6643635
2003,4799.67,51,16.5,0.62722147
2003,4799.69,51,17,0.59357309
2003,4799.71,51,17.5,0.5828312
2003,4799.73,51,18,0.55256766
2003,4799.75,51,18.5,0.50115329
2003,4799.77,51,19,0.46018392
2003,4799.79,51,19.5,0.42971551
2003,4799.81,51,20,0.40503091
2003,4799.83,51,20.5,0.38429785
2003,4799.85,51,21,0.34973329
2003,4799.88,51,21.5,0.29687017
2003,4799.9,51,22,0.26332137
2003,4799.92,51,22.5,0.23494615
2003,4799.94,51,23,0.189659
2003,4799.96,51,23.5,0.149786
2003,4799.98,51,24,0.11227552
2003,4800,52,0.5,0.093383282
2003,4800.02,52,1,0.074644327
2003,4800.04,52,1.5,0.05600341
2003,4800.06,52,2,0.045788161
2003,4800.08,52,2.5,0.038666457
2003,4800.1,52,3,0.031559385
2003,4800.13,52,3.5,0.024522422
2003,4800.15,52,4,0.02163386
2003,4800.17,52,4.5,0.029048845
2003,4800.19,52,5,0.030580806
2003,4800.21,52,5.5,0.029525569
2003,4800.23,52,6,0.028855301
2003,4800.25,52,6.5,0.031798337
2003,4800.27,52,7,0.02918214
2003,4800.29,52,7.5,0.026808457
2003,4800.31,52,8,0.037104916
2003,4800.33,52,8.5,0.095947437
2003,4800.35,52,9,0.18339486
2003,4800.38,52,9.5,0.24399766
2003,4800.4,52,10,0.29550737
2003,4800.42,52,10.5,0.32563177
2003,4800.44,52,11,0.34885049
2003,4800.46,52,11.5,0.3509388
2003,4800.48,52,12,0.29370463
2003,4800.5,52,12.5,0.19508989
2003,4800.52,52,13,0.18715075
2003,4800.54,52,13.5,0.10019075
2003,4800.56,52,14,0.078542724
2003,4800.58,52,14.5,0.052063599
2003,4800.6,52,15,0.040379096
2003,4800.63,52,15.5,0.031605531
2003,4800.65,52,16,0.031412885
2003,4800.67,52,16.5,0.040799487
2003,4800.69,52,17,0.042888433
2003,4800.71,52,17.5,0.038599588
2003,4800.73,52,18,0.035095107
2003,4800.75,52,18.5,0.03263285
2003,4800.77,52,19,0.026048858
2003,4800.79,52,19.5,0.02497278
2003,4800.81,52,20,0.030340672
2003,4800.83,52,20.5,0.035523307
2003,4800.85,52,21,0.035378106
2003,4800.88,52,21.5,0.035329822
2003,4800.9,52,22,0.026778009
2003,4800.92,52,22.5,0.020444082
2003,4800.94,52,23,0.016299397
2003,4800.96,52,23.5,0.014213234
2003,4800.98,52,24,0.012141122
2003,4801,53,0.5,0.010089911
2003,4801.02,53,1,0.008088538
2003,4801.04,53,1.5,0.007111485
2003,4801.06,53,2,0.006078884
2003,4801.08,53,2.5,0.005055336
2003,4801.1,53,3,0.0040332
2003,4801.13,53,3.5,0.00301455
2003,4801.15,53,4,0.001994868
2003,4801.17,53,4.5,0.00099129
2003,4801.19,53,5,0.000982341
2003,4801.21,53,5.5,0
2003,4801.23,53,6,0
2003,4801.25,53,6.5,0
2003,4801.27,53,7,0
2003,4801.29,53,7.5,0
2003,4801.31,53,8,0
2003,4801.33,53,8.5,0
2003,4801.35,53,9,0
2003,4801.38,53,9.5,0
2003,4801.4,53,10,0
2003,4801.42,53,10.5,0
2003,4801.44,53,11,0
2003,4801.46,53,11.5,0
2003,4801.48,53,12,0
2003,4801.5,53,12.5,0
2003,4801.52,53,13,0
2003,4801.54,53,13.5,0
2003,4801.56,53,14,0
2003,4801.58,53,14.5,0
2003,4801.6,53,15,0
2003,4801.63,53,15.5,0
2003,4801.65,53,16,0
2003,4801.67,53,16.5,0
2003,4801.69,53,17,0
2003,4801.71,53,17.5,0
2003,4801.73,53,18,0
2003,4801.75,53,18.5,0
2003,4801.77,53,19,0
2003,4801.79,53,19.5,0.034277804
2003,4801.81,53,20,0.10529099
2003,4801.83,53,20.5,0.11585603
2003,4801.85,53,21,0.11307521
2003,4801.88,53,21.5,0.13424589
2003,4801.9,53,22,0.1805822
2003,4801.92,53,22.5,0.20433015
2003,4801.94,53,23,0.22184747
2003,4801.96,53,23.5,0.23366226
2003,4801.98,53,24,0.22000569
2003,4802,54,0.5,0.2263805
2003,4802.02,54,1,0.25844201
2003,4802.04,54,1.5,0.27360454
2003,4802.06,54,2,0.31154969
2003,4802.08,54,2.5,0.42388716
2003,4802.1,54,3,0.51111042
2003,4802.13,54,3.5,0.49391112
2003,4802.15,54,4,0.47144067
2003,4802.17,54,4.5,0.47833577
2003,4802.19,54,5,0.49373338
2003,4802.21,54,5.5,0.46883446
2003,4802.23,54,6,0.44508514
2003,4802.25,54,6.5,0.41550541
2003,4802.27,54,7,0.43225387
2003,4802.29,54,7.5,0.51100171
2003,4802.31,54,8,0.50082225
2003,4802.33,54,8.5,0.29485077
2003,4802.35,54,9,0.28276443
2003,4802.38,54,9.5,0.34339821
2003,4802.4,54,10,0.47042966
2003,4802.42,54,10.5,0.55990881
2003,4802.44,54,11,0.59159523
2003,4802.46,54,11.5,0.62999308
2003,4802.48,54,12,0.65425462
2003,4802.5,54,12.5,0.66634816
2003,4802.52,54,13,0.67913485
2003,4802.54,54,13.5,0.70650709
2003,4802.56,54,14,0.7571618
2003,4802.58,54,14.5,0.77910447
2003,4802.6,54,15,0.79013842
2003,4802.63,54,15.5,0.79148728
2003,4802.65,54,16,0.78784877
2003,4802.67,54,16.5,0.78256381
2003,4802.69,54,17,0.75321537
2003,4802.71,54,17.5,0.72099978
2003,4802.73,54,18,0.67141742
2003,4802.75,54,18.5,0.61979091
2003,4802.77,54,19,0.57757527
2003,4802.79,54,19.5,0.5243839
2003,4802.81,54,20,0.45106643
2003,4802.83,54,20.5,0.40848917
2003,4802.85,54,21,0.33414522
2003,4802.88,54,21.5,0.37145129
2003,4802.9,54,22,0.33471677
2003,4802.92,54,22.5,0.25850806
2003,4802.94,54,23,0.21648967
2003,4802.96,54,23.5,0.16598986
2003,4802.98,54,24,0.099010043
2003,4803,55,0.5,0.072379656
2003,4803.02,55,1,0.068718724
2003,4803.04,55,1.5,0.068801723
2003,4803.06,55,2,0.067227177
2003,4803.08,55,2.5,0.049706552
2003,4803.1,55,3,0.037321322
2003,4803.13,55,3.5,0.043975193
2003,4803.15,55,4,0.051988807
2003,4803.17,55,4.5,0.04847851
2003,4803.19,55,5,0.046414003
2003,4803.21,55,5.5,0.046493713
2003,4803.23,55,6,0.06641078
2003,4803.25,55,6.5,0.11159083
2003,4803.27,55,7,0.12765688
2003,4803.29,55,7.5,0.14155491
2003,4803.31,55,8,0.1940885
2003,4803.33,55,8.5,0.30791774
2003,4803.35,55,9,0.45279562
2003,4803.38,55,9.5,0.54334402
2003,4803.4,55,10,0.62095833
2003,4803.42,55,10.5,0.73038489
2003,4803.44,55,11,0.84414637
2003,4803.46,55,11.5,0.9244858
2003,4803.48,55,12,1.0134149
2003,4803.5,55,12.5,1.0944299
2003,4803.52,55,13,1.1191144
2003,4803.54,55,13.5,1.1565545
2003,4803.56,55,14,1.1812491
2003,4803.58,55,14.5,1.1585943
2003,4803.6,55,15,1.2229803
2003,4803.63,55,15.5,1.2459348
2003,4803.65,55,16,1.2851816
2003,4803.67,55,16.5,1.2823204
2003,4803.69,55,17,1.2410144
2003,4803.71,55,17.5,1.1922293
2003,4803.73,55,18,1.1761295
2003,4803.75,55,18.5,1.1152375
2003,4803.77,55,19,1.028578
2003,4803.79,55,19.5,0.92330563
2003,4803.81,55,20,0.71670038
2003,4803.83,55,20.5,0.60826588
2003,4803.85,55,21,0.5245139
2003,4803.88,55,21.5,0.44910827
2003,4803.9,55,22,0.59857649
2003,4803.92,55,22.5,0.57855088
2003,4803.94,55,23,0.70915419
2003,4803.96,55,23.5,0.7648536
2003,4803.98,55,24,0.779643
2003,4804,56,0.5,0.73267829
2003,4804.02,56,1,0.67939901
2003,4804.04,56,1.5,0.62224483
2003,4804.06,56,2,0.56564063
2003,4804.08,56,2.5,0.51767677
2003,4804.1,56,3,0.47873586
2003,4804.13,56,3.5,0.42377627
2003,4804.15,56,4,0.40091342
2003,4804.17,56,4.5,0.38306472
2003,4804.19,56,5,0.36050242
2003,4804.21,56,5.5,0.32553089
2003,4804.23,56,6,0.30245349
2003,4804.25,56,6.5,0.2886647
2003,4804.27,56,7,0.26558715
2003,4804.29,56,7.5,0.25317845
2003,4804.31,56,8,0.29121998
2003,4804.33,56,8.5,0.34452415
2003,4804.35,56,9,0.38455734
2003,4804.38,56,9.5,0.43886486
2003,4804.4,56,10,0.50769377
2003,4804.42,56,10.5,0.56798512
2003,4804.44,56,11,0.643453
2003,4804.46,56,11.5,0.67467856
2003,4804.48,56,12,0.66943717
2003,4804.5,56,12.5,0.68774062
2003,4804.52,56,13,0.73258781
2003,4804.54,56,13.5,0.75736904
2003,4804.56,56,14,0.7409789
2003,4804.58,56,14.5,0.73138678
2003,4804.6,56,15,0.69083762
2003,4804.63,56,15.5,0.67308152
2003,4804.65,56,16,0.65549451
2003,4804.67,56,16.5,0.63097268
2003,4804.69,56,17,0.60549098
2003,4804.71,56,17.5,0.57865512
2003,4804.73,56,18,0.55449694
2003,4804.75,56,18.5,0.52752775
2003,4804.77,56,19,0.50080234
2003,4804.79,56,19.5,0.48682085
2003,4804.81,56,20,0.46977845
2003,4804.83,56,20.5,0.44599247
2003,4804.85,56,21,0.41954669
2003,4804.88,56,21.5,0.39397806
2003,4804.9,56,22,0.36601022
2003,4804.92,56,22.5,0.32858044
2003,4804.94,56,23,0.32772282
2003,4804.96,56,23.5,0.30106306
2003,4804.98,56,24,0.25434098
2003,4805,57,0.5,0.20474471
2003,4805.02,57,1,0.17421865
2003,4805.04,57,1.5,0.19860543
2003,4805.06,57,2,0.23184659
2003,4805.08,57,2.5,0.24771699
2003,4805.1,57,3,0.24945982
2003,4805.13,57,3.5,0.23328918
2003,4805.15,57,4,0.22438261
2003,4805.17,57,4.5,0.2115778
2003,4805.19,57,5,0.2098413
2003,4805.21,57,5.5,0.20958725
2003,4805.23,57,6,0.20832217
2003,4805.25,57,6.5,0.21268544
2003,4805.27,57,7,0.22253317
2003,4805.29,57,7.5,0.21654157
2003,4805.31,57,8,0.20767102
2003,4805.33,57,8.5,0.20070384
2003,4805.35,57,9,0.20253497
2003,4805.38,57,9.5,0.1858689
2003,4805.4,57,10,0.16094625
2003,4805.42,57,10.5,0.14364932
2003,4805.44,57,11,0.13091305
2003,4805.46,57,11.5,0.12476413
2003,4805.48,57,12,0.12545529
2003,4805.5,57,12.5,0.12544543
2003,4805.52,57,13,0.12628302
2003,4805.54,57,13.5,0.11931108
2003,4805.56,57,14,0.11875121
2003,4805.58,57,14.5,0.11968465
2003,4805.6,57,15,0.090543702
2003,4805.63,57,15.5,0.053370968
2003,4805.65,57,16,0.039703503
2003,4805.67,57,16.5,0.035845365
2003,4805.69,57,17,0.031543713
2003,4805.71,57,17.5,0.026799964
2003,4805.73,57,18,0.024797304
2003,4805.75,57,18.5,0.023552841
2003,4805.77,57,19,0.023467083
2003,4805.79,57,19.5,0.02231163
2003,4805.81,57,20,0.020673461
2003,4805.83,57,20.5,0.023475645
2003,4805.85,57,21,0.019979065
2003,4805.88,57,21.5,0.0225437
2003,4805.9,57,22,0.023439489
2003,4805.92,57,22.5,0.023969045
2003,4805.94,57,23,0.021060009
2003,4805.96,57,23.5,0.019863358
2003,4805.98,57,24,0.018725567
2003,4806,58,0.5,0.01709695
2003,4806.02,58,1,0.014714618
2003,4806.04,58,1.5,0.01229209
2003,4806.06,58,2,0.012737174
2003,4806.08,58,2.5,0.012669042
2003,4806.1,58,3,0.012493223
2003,4806.13,58,3.5,0.012933131
2003,4806.15,58,4,0.012413441
2003,4806.17,58,4.5,0.01198439
2003,4806.19,58,5,0.014186315
2003,4806.21,58,5.5,0.015189001
2003,4806.23,58,6,0.015177822
2003,4806.25,58,6.5,0.014065699
2003,4806.27,58,7,0.013037366
2003,4806.29,58,7.5,0.012519918
2003,4806.31,58,8,0.013206274
2003,4806.33,58,8.5,0.013697999
2003,4806.35,58,9,0.013379082
2003,4806.38,58,9.5,0.013177879
2003,4806.4,58,10,0.012895598
2003,4806.42,58,10.5,0.013214293
2003,4806.44,58,11,0.01273718
2003,4806.46,58,11.5,0.013438095
2003,4806.48,58,12,0.012906684
2003,4806.5,58,12.5,0.011099863
2003,4806.52,58,13,0.010502996
2003,4806.54,58,13.5,0.009893782
2003,4806.56,58,14,0.011091812
2003,4806.58,58,14.5,0.010449785
2003,4806.6,58,15,0.01047408
2003,4806.63,58,15.5,0.009221068
2003,4806.65,58,16,0.008629469
2003,4806.67,58,16.5,0.007410653
2003,4806.69,58,17,0.008034617
2003,4806.71,58,17.5,0.006819756
2003,4806.73,58,18,0.006211026
2003,4806.75,58,18.5,0.006226803
2003,4806.77,58,19,0.006223194
2003,4806.79,58,19.5,0.006841545
2003,4806.81,58,20,0.00621553
2003,4806.83,58,20.5,0.00622139
2003,4806.85,58,21,0.00496486
2003,4806.88,58,21.5,0.004960542
2003,4806.9,58,22,0.006815307
2003,4806.92,58,22.5,0.006184959
2003,4806.94,58,23,0.006162118
2003,4806.96,58,23.5,0.006148271
2003,4806.98,58,24,0.006764079
2003,4807,59,0.5,0.007385425
2003,4807.02,59,1,0.008581999
2003,4807.04,59,1.5,0.009750468
2003,4807.06,59,2,0.009609696
2003,4807.08,59,2.5,0.009578272
2003,4807.1,59,3,0.011397404
2003,4807.13,59,3.5,0.011440613
2003,4807.15,59,4,0.011970225
2003,4807.17,59,4.5,0.010751261
2003,4807.19,59,5,0.009583154
2003,4807.21,59,5.5,0.010183583
2003,4807.23,59,6,0.008984206
2003,4807.25,59,6.5,0.009599909
2003,4807.27,59,7,0.009004502
2003,4807.29,59,7.5,0.009044555
2003,4807.31,59,8,0.009729236
2003,4807.33,59,8.5,0.009845089
2003,4807.35,59,9,0.010601687
2003,4807.38,59,9.5,0.01067721
2003,4807.4,59,10,0.012691159
2003,4807.42,59,10.5,0.013489464
2003,4807.44,59,11,0.0149027
2003,4807.46,59,11.5,0.015709545
2003,4807.48,59,12,0.013967316
2003,4807.5,59,12.5,0.013527775
2003,4807.52,59,13,0.01304643
2003,4807.54,59,13.5,0.015493967
2003,4807.56,59,14,0.016350498
2003,4807.58,59,14.5,0.016580669
2003,4807.6,59,15,0.018013479
2003,4807.63,59,15.5,0.020493628
2003,4807.65,59,16,0.019251602
2003,4807.67,59,16.5,0.019935304
2003,4807.69,59,17,0.017554725
2003,4807.71,59,17.5,0.015316725
2003,4807.73,59,18,0.013845173
2003,4807.75,59,18.5,0.011533557
2003,4807.77,59,19,0.009349667
2003,4807.79,59,19.5,0.008648318
2003,4807.81,59,20,0.00794063
